time ;Austria;Greece;Spain;Norway;UK
01.01.2019 00:00;0;0;0;0;0
01.01.2019 01:00;0;0;0;0;0
01.01.2019 02:00;0;0;0;0;0
01.01.2019 03:00;0;0;0;0;0
01.01.2019 04:00;0;0;0;0;0
01.01.2019 05:00;0;0;0;0;0
01.01.2019 06:00;0;0;0;0;0
01.01.2019 07:00;0;0;0;0;0
01.01.2019 08:00;0.017;0.015;0.004;0;0.002
01.01.2019 09:00;0.052;0.05;0.267;0.004;0.023
01.01.2019 10:00;0.109;0.101;0.484;0.072;0.048
01.01.2019 11:00;0.169;0.142;0.617;0.134;0.071
01.01.2019 12:00;0.216;0.14;0.682;0.107;0.107
01.01.2019 13:00;0.188;0.14;0.689;0.044;0.153
01.01.2019 14:00;0.15;0.116;0.642;0.006;0.144
01.01.2019 15:00;0.038;0.085;0.536;0;0.026
01.01.2019 16:00;0;0.029;0.359;0;0
01.01.2019 17:00;0;0;0.111;0;0
01.01.2019 18:00;0;0;0;0;0
01.01.2019 19:00;0;0;0;0;0
01.01.2019 20:00;0;0;0;0;0
01.01.2019 21:00;0;0;0;0;0
01.01.2019 22:00;0;0;0;0;0
01.01.2019 23:00;0;0;0;0;0
02.01.2019 00:00;0;0;0;0;0
02.01.2019 01:00;0;0;0;0;0
02.01.2019 02:00;0;0;0;0;0
02.01.2019 03:00;0;0;0;0;0
02.01.2019 04:00;0;0;0;0;0
02.01.2019 05:00;0;0;0;0;0
02.01.2019 06:00;0;0;0;0;0
02.01.2019 07:00;0;0;0;0;0
02.01.2019 08:00;0.034;0.076;0.005;0;0.038
02.01.2019 09:00;0.175;0.315;0.301;0.008;0.165
02.01.2019 10:00;0.326;0.457;0.52;0.114;0.281
02.01.2019 11:00;0.299;0.5;0.648;0.212;0.344
02.01.2019 12:00;0.167;0.537;0.707;0.231;0.348
02.01.2019 13:00;0.112;0.576;0.709;0.16;0.279
02.01.2019 14:00;0.054;0.498;0.658;0.049;0.15
02.01.2019 15:00;0.01;0.354;0.549;0;0.028
02.01.2019 16:00;0;0.119;0.372;0;0
02.01.2019 17:00;0;0;0.123;0;0
02.01.2019 18:00;0;0;0;0;0
02.01.2019 19:00;0;0;0;0;0
02.01.2019 20:00;0;0;0;0;0
02.01.2019 21:00;0;0;0;0;0
02.01.2019 22:00;0;0;0;0;0
02.01.2019 23:00;0;0;0;0;0
03.01.2019 00:00;0;0;0;0;0
03.01.2019 01:00;0;0;0;0;0
03.01.2019 02:00;0;0;0;0;0
03.01.2019 03:00;0;0;0;0;0
03.01.2019 04:00;0;0;0;0;0
03.01.2019 05:00;0;0;0;0;0
03.01.2019 06:00;0;0;0;0;0
03.01.2019 07:00;0;0;0;0;0
03.01.2019 08:00;0.061;0.019;0.003;0;0.011
03.01.2019 09:00;0.158;0.06;0.243;0.002;0.073
03.01.2019 10:00;0.233;0.113;0.467;0.037;0.174
03.01.2019 11:00;0.189;0.123;0.604;0.074;0.267
03.01.2019 12:00;0.085;0.13;0.666;0.181;0.31
03.01.2019 13:00;0.034;0.066;0.641;0.142;0.25
03.01.2019 14:00;0.015;0.055;0.525;0.049;0.126
03.01.2019 15:00;0.001;0.051;0.31;0;0.025
03.01.2019 16:00;0;0.037;0.116;0;0
03.01.2019 17:00;0;0;0.018;0;0
03.01.2019 18:00;0;0;0;0;0
03.01.2019 19:00;0;0;0;0;0
03.01.2019 20:00;0;0;0;0;0
03.01.2019 21:00;0;0;0;0;0
03.01.2019 22:00;0;0;0;0;0
03.01.2019 23:00;0;0;0;0;0
04.01.2019 00:00;0;0;0;0;0
04.01.2019 01:00;0;0;0;0;0
04.01.2019 02:00;0;0;0;0;0
04.01.2019 03:00;0;0;0;0;0
04.01.2019 04:00;0;0;0;0;0
04.01.2019 05:00;0;0;0;0;0
04.01.2019 06:00;0;0;0;0;0
04.01.2019 07:00;0;0;0;0;0
04.01.2019 08:00;0.128;0.062;0.005;0;0.03
04.01.2019 09:00;0.326;0.192;0.288;0.004;0.098
04.01.2019 10:00;0.34;0.232;0.507;0.07;0.163
04.01.2019 11:00;0.283;0.373;0.641;0.13;0.195
04.01.2019 12:00;0.195;0.351;0.706;0.102;0.201
04.01.2019 13:00;0.113;0.305;0.712;0.049;0.309
04.01.2019 14:00;0.037;0.221;0.666;0.009;0.244
04.01.2019 15:00;0.004;0.119;0.561;0;0.05
04.01.2019 16:00;0;0.035;0.384;0;0
04.01.2019 17:00;0;0;0.13;0;0
04.01.2019 18:00;0;0;0;0;0
04.01.2019 19:00;0;0;0;0;0
04.01.2019 20:00;0;0;0;0;0
04.01.2019 21:00;0;0;0;0;0
04.01.2019 22:00;0;0;0;0;0
04.01.2019 23:00;0;0;0;0;0
05.01.2019 00:00;0;0;0;0;0
05.01.2019 01:00;0;0;0;0;0
05.01.2019 02:00;0;0;0;0;0
05.01.2019 03:00;0;0;0;0;0
05.01.2019 04:00;0;0;0;0;0
05.01.2019 05:00;0;0;0;0;0
05.01.2019 06:00;0;0;0;0;0
05.01.2019 07:00;0;0;0;0;0
05.01.2019 08:00;0.005;0.11;0.006;0;0.009
05.01.2019 09:00;0.015;0.137;0.295;0.014;0.057
05.01.2019 10:00;0.026;0.129;0.506;0.127;0.129
05.01.2019 11:00;0.038;0.183;0.636;0.249;0.149
05.01.2019 12:00;0.049;0.216;0.699;0.25;0.134
05.01.2019 13:00;0.072;0.229;0.703;0.172;0.102
05.01.2019 14:00;0.057;0.178;0.656;0.058;0.055
05.01.2019 15:00;0.013;0.104;0.551;0;0.009
05.01.2019 16:00;0;0.03;0.375;0;0
05.01.2019 17:00;0;0;0.124;0;0
05.01.2019 18:00;0;0;0;0;0
05.01.2019 19:00;0;0;0;0;0
05.01.2019 20:00;0;0;0;0;0
05.01.2019 21:00;0;0;0;0;0
05.01.2019 22:00;0;0;0;0;0
05.01.2019 23:00;0;0;0;0;0
06.01.2019 00:00;0;0;0;0;0
06.01.2019 01:00;0;0;0;0;0
06.01.2019 02:00;0;0;0;0;0
06.01.2019 03:00;0;0;0;0;0
06.01.2019 04:00;0;0;0;0;0
06.01.2019 05:00;0;0;0;0;0
06.01.2019 06:00;0;0;0;0;0
06.01.2019 07:00;0;0.002;0;0;0
06.01.2019 08:00;0.12;0.252;0.009;0;0.004
06.01.2019 09:00;0.272;0.481;0.323;0.004;0.045
06.01.2019 10:00;0.304;0.626;0.532;0.05;0.121
06.01.2019 11:00;0.266;0.704;0.659;0.111;0.185
06.01.2019 12:00;0.27;0.721;0.717;0.163;0.208
06.01.2019 13:00;0.156;0.672;0.718;0.137;0.086
06.01.2019 14:00;0.114;0.557;0.669;0.057;0.036
06.01.2019 15:00;0.025;0.378;0.566;0;0.004
06.01.2019 16:00;0;0.14;0.394;0;0
06.01.2019 17:00;0;0;0.14;0;0
06.01.2019 18:00;0;0;0;0;0
06.01.2019 19:00;0;0;0;0;0
06.01.2019 20:00;0;0;0;0;0
06.01.2019 21:00;0;0;0;0;0
06.01.2019 22:00;0;0;0;0;0
06.01.2019 23:00;0;0;0;0;0
07.01.2019 00:00;0;0;0;0;0
07.01.2019 01:00;0;0;0;0;0
07.01.2019 02:00;0;0;0;0;0
07.01.2019 03:00;0;0;0;0;0
07.01.2019 04:00;0;0;0;0;0
07.01.2019 05:00;0;0;0;0;0
07.01.2019 06:00;0;0;0;0;0
07.01.2019 07:00;0;0.001;0;0;0
07.01.2019 08:00;0.09;0.175;0.008;0;0.001
07.01.2019 09:00;0.207;0.325;0.309;0.001;0.016
07.01.2019 10:00;0.219;0.305;0.518;0.006;0.056
07.01.2019 11:00;0.229;0.295;0.643;0.011;0.08
07.01.2019 12:00;0.232;0.272;0.701;0.015;0.079
07.01.2019 13:00;0.19;0.214;0.703;0.008;0.057
07.01.2019 14:00;0.1;0.12;0.653;0;0.037
07.01.2019 15:00;0.021;0.073;0.546;0;0.012
07.01.2019 16:00;0;0.02;0.369;0;0
07.01.2019 17:00;0;0;0.119;0;0
07.01.2019 18:00;0;0;0;0;0
07.01.2019 19:00;0;0;0;0;0
07.01.2019 20:00;0;0;0;0;0
07.01.2019 21:00;0;0;0;0;0
07.01.2019 22:00;0;0;0;0;0
07.01.2019 23:00;0;0;0;0;0
08.01.2019 00:00;0;0;0;0;0
08.01.2019 01:00;0;0;0;0;0
08.01.2019 02:00;0;0;0;0;0
08.01.2019 03:00;0;0;0;0;0
08.01.2019 04:00;0;0;0;0;0
08.01.2019 05:00;0;0;0;0;0
08.01.2019 06:00;0;0;0;0;0
08.01.2019 07:00;0;0;0;0;0
08.01.2019 08:00;0.005;0.056;0.007;0;0.009
08.01.2019 09:00;0.026;0.187;0.29;0;0.041
08.01.2019 10:00;0.067;0.291;0.503;0.01;0.136
08.01.2019 11:00;0.107;0.39;0.633;0.025;0.374
08.01.2019 12:00;0.245;0.46;0.694;0.028;0.469
08.01.2019 13:00;0.358;0.509;0.7;0.018;0.402
08.01.2019 14:00;0.142;0.437;0.65;0.004;0.256
08.01.2019 15:00;0.015;0.297;0.543;0;0.059
08.01.2019 16:00;0;0.115;0.367;0;0
08.01.2019 17:00;0;0;0.118;0;0
08.01.2019 18:00;0;0;0;0;0
08.01.2019 19:00;0;0;0;0;0
08.01.2019 20:00;0;0;0;0;0
08.01.2019 21:00;0;0;0;0;0
08.01.2019 22:00;0;0;0;0;0
08.01.2019 23:00;0;0;0;0;0
09.01.2019 00:00;0;0;0;0;0
09.01.2019 01:00;0;0;0;0;0
09.01.2019 02:00;0;0;0;0;0
09.01.2019 03:00;0;0;0;0;0
09.01.2019 04:00;0;0;0;0;0
09.01.2019 05:00;0;0;0;0;0
09.01.2019 06:00;0;0;0;0;0
09.01.2019 07:00;0;0.001;0;0;0
09.01.2019 08:00;0.03;0.089;0.007;0;0.044
09.01.2019 09:00;0.088;0.164;0.269;0.024;0.166
09.01.2019 10:00;0.12;0.213;0.473;0.149;0.336
09.01.2019 11:00;0.101;0.155;0.6;0.22;0.424
09.01.2019 12:00;0.069;0.136;0.673;0.202;0.404
09.01.2019 13:00;0.047;0.096;0.684;0.147;0.314
09.01.2019 14:00;0.026;0.053;0.637;0.05;0.147
09.01.2019 15:00;0.006;0.02;0.532;0;0.026
09.01.2019 16:00;0;0.005;0.356;0;0
09.01.2019 17:00;0;0;0.11;0;0
09.01.2019 18:00;0;0;0;0;0
09.01.2019 19:00;0;0;0;0;0
09.01.2019 20:00;0;0;0;0;0
09.01.2019 21:00;0;0;0;0;0
09.01.2019 22:00;0;0;0;0;0
09.01.2019 23:00;0;0;0;0;0
10.01.2019 00:00;0;0;0;0;0
10.01.2019 01:00;0;0;0;0;0
10.01.2019 02:00;0;0;0;0;0
10.01.2019 03:00;0;0;0;0;0
10.01.2019 04:00;0;0;0;0;0
10.01.2019 05:00;0;0;0;0;0
10.01.2019 06:00;0;0;0;0;0
10.01.2019 07:00;0;0;0;0;0
10.01.2019 08:00;0.027;0.086;0.009;0;0.015
10.01.2019 09:00;0.072;0.224;0.295;0.003;0.071
10.01.2019 10:00;0.111;0.362;0.513;0.033;0.105
10.01.2019 11:00;0.155;0.401;0.643;0.086;0.104
10.01.2019 12:00;0.179;0.438;0.71;0.133;0.085
10.01.2019 13:00;0.178;0.422;0.721;0.099;0.05
10.01.2019 14:00;0.1;0.348;0.675;0.026;0.021
10.01.2019 15:00;0.025;0.246;0.569;0;0.001
10.01.2019 16:00;0;0.093;0.387;0;0
10.01.2019 17:00;0;0;0.127;0;0
10.01.2019 18:00;0;0;0;0;0
10.01.2019 19:00;0;0;0;0;0
10.01.2019 20:00;0;0;0;0;0
10.01.2019 21:00;0;0;0;0;0
10.01.2019 22:00;0;0;0;0;0
10.01.2019 23:00;0;0;0;0;0
11.01.2019 00:00;0;0;0;0;0
11.01.2019 01:00;0;0;0;0;0
11.01.2019 02:00;0;0;0;0;0
11.01.2019 03:00;0;0;0;0;0
11.01.2019 04:00;0;0;0;0;0
11.01.2019 05:00;0;0;0;0;0
11.01.2019 06:00;0;0;0;0;0
11.01.2019 07:00;0;0;0;0;0
11.01.2019 08:00;0.103;0.023;0.01;0;0.009
11.01.2019 09:00;0.304;0.06;0.303;0.021;0.058
11.01.2019 10:00;0.461;0.107;0.514;0.126;0.083
11.01.2019 11:00;0.502;0.148;0.642;0.223;0.072
11.01.2019 12:00;0.487;0.177;0.706;0.249;0.093
11.01.2019 13:00;0.435;0.174;0.713;0.196;0.147
11.01.2019 14:00;0.33;0.097;0.664;0.066;0.1
11.01.2019 15:00;0.118;0.067;0.555;0;0.015
11.01.2019 16:00;0;0.011;0.374;0;0
11.01.2019 17:00;0;0;0.121;0;0
11.01.2019 18:00;0;0;0;0;0
11.01.2019 19:00;0;0;0;0;0
11.01.2019 20:00;0;0;0;0;0
11.01.2019 21:00;0;0;0;0;0
11.01.2019 22:00;0;0;0;0;0
11.01.2019 23:00;0;0;0;0;0
12.01.2019 00:00;0;0;0;0;0
12.01.2019 01:00;0;0;0;0;0
12.01.2019 02:00;0;0;0;0;0
12.01.2019 03:00;0;0;0;0;0
12.01.2019 04:00;0;0;0;0;0
12.01.2019 05:00;0;0;0;0;0
12.01.2019 06:00;0;0;0;0;0
12.01.2019 07:00;0;0;0;0;0
12.01.2019 08:00;0.074;0.006;0.005;0;0
12.01.2019 09:00;0.177;0.023;0.137;0.001;0.007
12.01.2019 10:00;0.299;0.065;0.288;0.015;0.018
12.01.2019 11:00;0.328;0.082;0.493;0.03;0.038
12.01.2019 12:00;0.338;0.091;0.638;0.028;0.061
12.01.2019 13:00;0.31;0.06;0.678;0.018;0.056
12.01.2019 14:00;0.162;0.042;0.649;0.007;0.022
12.01.2019 15:00;0.029;0.02;0.543;0;0.003
12.01.2019 16:00;0;0.004;0.364;0;0
12.01.2019 17:00;0;0;0.116;0;0
12.01.2019 18:00;0;0;0;0;0
12.01.2019 19:00;0;0;0;0;0
12.01.2019 20:00;0;0;0;0;0
12.01.2019 21:00;0;0;0;0;0
12.01.2019 22:00;0;0;0;0;0
12.01.2019 23:00;0;0;0;0;0
13.01.2019 00:00;0;0;0;0;0
13.01.2019 01:00;0;0;0;0;0
13.01.2019 02:00;0;0;0;0;0
13.01.2019 03:00;0;0;0;0;0
13.01.2019 04:00;0;0;0;0;0
13.01.2019 05:00;0;0;0;0;0
13.01.2019 06:00;0;0;0;0;0
13.01.2019 07:00;0;0.002;0;0;0
13.01.2019 08:00;0.087;0.196;0.011;0;0.008
13.01.2019 09:00;0.215;0.43;0.29;0;0.033
13.01.2019 10:00;0.344;0.571;0.505;0.01;0.05
13.01.2019 11:00;0.405;0.629;0.628;0.023;0.094
13.01.2019 12:00;0.357;0.666;0.69;0.048;0.185
13.01.2019 13:00;0.312;0.588;0.696;0.054;0.193
13.01.2019 14:00;0.23;0.45;0.645;0.044;0.071
13.01.2019 15:00;0.04;0.274;0.538;0;0.007
13.01.2019 16:00;0;0.085;0.362;0;0
13.01.2019 17:00;0;0;0.119;0;0
13.01.2019 18:00;0;0;0;0;0
13.01.2019 19:00;0;0;0;0;0
13.01.2019 20:00;0;0;0;0;0
13.01.2019 21:00;0;0;0;0;0
13.01.2019 22:00;0;0;0;0;0
13.01.2019 23:00;0;0;0;0;0
14.01.2019 00:00;0;0;0;0;0
14.01.2019 01:00;0;0;0;0;0
14.01.2019 02:00;0;0;0;0;0
14.01.2019 03:00;0;0;0;0;0
14.01.2019 04:00;0;0;0;0;0
14.01.2019 05:00;0;0;0;0;0
14.01.2019 06:00;0;0;0;0;0
14.01.2019 07:00;0.001;0.003;0;0;0
14.01.2019 08:00;0.148;0.229;0.009;0;0.006
14.01.2019 09:00;0.34;0.448;0.261;0.008;0.028
14.01.2019 10:00;0.504;0.592;0.487;0.05;0.056
14.01.2019 11:00;0.562;0.659;0.625;0.117;0.114
14.01.2019 12:00;0.512;0.424;0.685;0.138;0.144
14.01.2019 13:00;0.356;0.214;0.688;0.109;0.127
14.01.2019 14:00;0.177;0.142;0.639;0.044;0.069
14.01.2019 15:00;0.037;0.126;0.533;0;0.011
14.01.2019 16:00;0;0.013;0.363;0;0
14.01.2019 17:00;0;0;0.111;0;0
14.01.2019 18:00;0;0;0;0;0
14.01.2019 19:00;0;0;0;0;0
14.01.2019 20:00;0;0;0;0;0
14.01.2019 21:00;0;0;0;0;0
14.01.2019 22:00;0;0;0;0;0
14.01.2019 23:00;0;0;0;0;0
15.01.2019 00:00;0;0;0;0;0
15.01.2019 01:00;0;0;0;0;0
15.01.2019 02:00;0;0;0;0;0
15.01.2019 03:00;0;0;0;0;0
15.01.2019 04:00;0;0;0;0;0
15.01.2019 05:00;0;0;0;0;0
15.01.2019 06:00;0;0;0;0;0
15.01.2019 07:00;0;0;0;0;0
15.01.2019 08:00;0.067;0.012;0.002;0;0.001
15.01.2019 09:00;0.139;0.047;0.105;0.002;0.014
15.01.2019 10:00;0.167;0.097;0.351;0.024;0.051
15.01.2019 11:00;0.193;0.173;0.531;0.035;0.079
15.01.2019 12:00;0.31;0.283;0.626;0.036;0.083
15.01.2019 13:00;0.32;0.421;0.659;0.033;0.079
15.01.2019 14:00;0.222;0.485;0.629;0.018;0.051
15.01.2019 15:00;0.082;0.379;0.533;0;0.009
15.01.2019 16:00;0;0.133;0.354;0;0
15.01.2019 17:00;0;0;0.094;0;0
15.01.2019 18:00;0;0;0;0;0
15.01.2019 19:00;0;0;0;0;0
15.01.2019 20:00;0;0;0;0;0
15.01.2019 21:00;0;0;0;0;0
15.01.2019 22:00;0;0;0;0;0
15.01.2019 23:00;0;0;0;0;0
16.01.2019 00:00;0;0;0;0;0
16.01.2019 01:00;0;0;0;0;0
16.01.2019 02:00;0;0;0;0;0
16.01.2019 03:00;0;0;0;0;0
16.01.2019 04:00;0;0;0;0;0
16.01.2019 05:00;0;0;0;0;0
16.01.2019 06:00;0;0;0;0;0
16.01.2019 07:00;0.001;0.008;0;0;0
16.01.2019 08:00;0.115;0.289;0.009;0;0.009
16.01.2019 09:00;0.321;0.5;0.253;0;0.037
16.01.2019 10:00;0.435;0.63;0.472;0.003;0.048
16.01.2019 11:00;0.422;0.709;0.606;0.005;0.061
16.01.2019 12:00;0.364;0.73;0.671;0.005;0.067
16.01.2019 13:00;0.213;0.691;0.679;0.005;0.061
16.01.2019 14:00;0.125;0.594;0.627;0.002;0.033
16.01.2019 15:00;0.025;0.431;0.512;0;0.006
16.01.2019 16:00;0;0.189;0.323;0;0
16.01.2019 17:00;0;0;0.081;0;0
16.01.2019 18:00;0;0;0;0;0
16.01.2019 19:00;0;0;0;0;0
16.01.2019 20:00;0;0;0;0;0
16.01.2019 21:00;0;0;0;0;0
16.01.2019 22:00;0;0;0;0;0
16.01.2019 23:00;0;0;0;0;0
17.01.2019 00:00;0;0;0;0;0
17.01.2019 01:00;0;0;0;0;0
17.01.2019 02:00;0;0;0;0;0
17.01.2019 03:00;0;0;0;0;0
17.01.2019 04:00;0;0;0;0;0
17.01.2019 05:00;0;0;0;0;0
17.01.2019 06:00;0;0;0;0;0
17.01.2019 07:00;0;0.009;0;0;0
17.01.2019 08:00;0.044;0.285;0.002;0;0.034
17.01.2019 09:00;0.114;0.489;0.09;0.057;0.275
17.01.2019 10:00;0.209;0.623;0.231;0.224;0.473
17.01.2019 11:00;0.306;0.694;0.367;0.352;0.516
17.01.2019 12:00;0.342;0.711;0.419;0.375;0.499
17.01.2019 13:00;0.342;0.674;0.404;0.311;0.415
17.01.2019 14:00;0.259;0.581;0.375;0.158;0.244
17.01.2019 15:00;0.103;0.422;0.365;0.011;0.062
17.01.2019 16:00;0;0.185;0.248;0;0
17.01.2019 17:00;0;0;0.075;0;0
17.01.2019 18:00;0;0;0;0;0
17.01.2019 19:00;0;0;0;0;0
17.01.2019 20:00;0;0;0;0;0
17.01.2019 21:00;0;0;0;0;0
17.01.2019 22:00;0;0;0;0;0
17.01.2019 23:00;0;0;0;0;0
18.01.2019 00:00;0;0;0;0;0
18.01.2019 01:00;0;0;0;0;0
18.01.2019 02:00;0;0;0;0;0
18.01.2019 03:00;0;0;0;0;0
18.01.2019 04:00;0;0;0;0;0
18.01.2019 05:00;0;0;0;0;0
18.01.2019 06:00;0;0;0;0;0
18.01.2019 07:00;0;0;0;0;0
18.01.2019 08:00;0.012;0.055;0.004;0;0.011
18.01.2019 09:00;0.05;0.297;0.046;0.023;0.046
18.01.2019 10:00;0.19;0.586;0.095;0.094;0.077
18.01.2019 11:00;0.336;0.678;0.218;0.232;0.09
18.01.2019 12:00;0.327;0.691;0.383;0.26;0.078
18.01.2019 13:00;0.296;0.65;0.331;0.208;0.057
18.01.2019 14:00;0.211;0.556;0.361;0.104;0.032
18.01.2019 15:00;0.089;0.391;0.346;0.008;0.007
18.01.2019 16:00;0;0.117;0.235;0;0
18.01.2019 17:00;0;0;0.073;0;0
18.01.2019 18:00;0;0;0;0;0
18.01.2019 19:00;0;0;0;0;0
18.01.2019 20:00;0;0;0;0;0
18.01.2019 21:00;0;0;0;0;0
18.01.2019 22:00;0;0;0;0;0
18.01.2019 23:00;0;0;0;0;0
19.01.2019 00:00;0;0;0;0;0
19.01.2019 01:00;0;0;0;0;0
19.01.2019 02:00;0;0;0;0;0
19.01.2019 03:00;0;0;0;0;0
19.01.2019 04:00;0;0;0;0;0
19.01.2019 05:00;0;0;0;0;0
19.01.2019 06:00;0;0;0;0;0
19.01.2019 07:00;0.002;0.001;0;0;0
19.01.2019 08:00;0.074;0.062;0;0;0.009
19.01.2019 09:00;0.154;0.128;0.031;0.01;0.051
19.01.2019 10:00;0.204;0.186;0.134;0.042;0.08
19.01.2019 11:00;0.232;0.24;0.271;0.07;0.091
19.01.2019 12:00;0.237;0.227;0.257;0.079;0.086
19.01.2019 13:00;0.209;0.172;0.215;0.079;0.063
19.01.2019 14:00;0.139;0.1;0.132;0.049;0.035
19.01.2019 15:00;0.046;0.046;0.065;0.004;0.008
19.01.2019 16:00;0;0.013;0.02;0;0
19.01.2019 17:00;0;0;0.001;0;0
19.01.2019 18:00;0;0;0;0;0
19.01.2019 19:00;0;0;0;0;0
19.01.2019 20:00;0;0;0;0;0
19.01.2019 21:00;0;0;0;0;0
19.01.2019 22:00;0;0;0;0;0
19.01.2019 23:00;0;0;0;0;0
20.01.2019 00:00;0;0;0;0;0
20.01.2019 01:00;0;0;0;0;0
20.01.2019 02:00;0;0;0;0;0
20.01.2019 03:00;0;0;0;0;0
20.01.2019 04:00;0;0;0;0;0
20.01.2019 05:00;0;0;0;0;0
20.01.2019 06:00;0;0;0;0;0
20.01.2019 07:00;0.001;0.006;0;0;0
20.01.2019 08:00;0.107;0.206;0.005;0;0.161
20.01.2019 09:00;0.308;0.398;0.177;0.095;0.369
20.01.2019 10:00;0.457;0.527;0.404;0.258;0.503
20.01.2019 11:00;0.444;0.597;0.573;0.349;0.563
20.01.2019 12:00;0.416;0.58;0.666;0.349;0.541
20.01.2019 13:00;0.319;0.394;0.68;0.267;0.463
20.01.2019 14:00;0.21;0.246;0.615;0.111;0.308
20.01.2019 15:00;0.066;0.093;0.482;0.011;0.093
20.01.2019 16:00;0;0.024;0.287;0;0
20.01.2019 17:00;0;0;0.076;0;0
20.01.2019 18:00;0;0;0;0;0
20.01.2019 19:00;0;0;0;0;0
20.01.2019 20:00;0;0;0;0;0
20.01.2019 21:00;0;0;0;0;0
20.01.2019 22:00;0;0;0;0;0
20.01.2019 23:00;0;0;0;0;0
21.01.2019 00:00;0;0;0;0;0
21.01.2019 01:00;0;0;0;0;0
21.01.2019 02:00;0;0;0;0;0
21.01.2019 03:00;0;0;0;0;0
21.01.2019 04:00;0;0;0;0;0
21.01.2019 05:00;0;0;0;0;0
21.01.2019 06:00;0;0;0;0;0
21.01.2019 07:00;0.01;0;0;0;0
21.01.2019 08:00;0.255;0.051;0.016;0;0.037
21.01.2019 09:00;0.469;0.144;0.265;0.012;0.128
21.01.2019 10:00;0.599;0.276;0.477;0.07;0.267
21.01.2019 11:00;0.659;0.46;0.618;0.16;0.372
21.01.2019 12:00;0.647;0.636;0.713;0.234;0.38
21.01.2019 13:00;0.567;0.594;0.724;0.234;0.336
21.01.2019 14:00;0.416;0.49;0.676;0.125;0.196
21.01.2019 15:00;0.181;0.334;0.571;0.013;0.045
21.01.2019 16:00;0.001;0.112;0.393;0;0
21.01.2019 17:00;0;0;0.131;0;0
21.01.2019 18:00;0;0;0;0;0
21.01.2019 19:00;0;0;0;0;0
21.01.2019 20:00;0;0;0;0;0
21.01.2019 21:00;0;0;0;0;0
21.01.2019 22:00;0;0;0;0;0
21.01.2019 23:00;0;0;0;0;0
22.01.2019 00:00;0;0;0;0;0
22.01.2019 01:00;0;0;0;0;0
22.01.2019 02:00;0;0;0;0;0
22.01.2019 03:00;0;0;0;0;0
22.01.2019 04:00;0;0;0;0;0
22.01.2019 05:00;0;0;0;0;0
22.01.2019 06:00;0;0;0;0;0
22.01.2019 07:00;0.007;0;0;0;0
22.01.2019 08:00;0.179;0.064;0.003;0;0.047
22.01.2019 09:00;0.373;0.175;0.052;0.021;0.127
22.01.2019 10:00;0.566;0.374;0.109;0.065;0.402
22.01.2019 11:00;0.614;0.571;0.159;0.093;0.488
22.01.2019 12:00;0.621;0.629;0.241;0.095;0.387
22.01.2019 13:00;0.542;0.579;0.227;0.075;0.137
22.01.2019 14:00;0.395;0.46;0.162;0.036;0.041
22.01.2019 15:00;0.148;0.255;0.106;0.002;0.003
22.01.2019 16:00;0;0.08;0.056;0;0
22.01.2019 17:00;0;0;0.008;0;0
22.01.2019 18:00;0;0;0;0;0
22.01.2019 19:00;0;0;0;0;0
22.01.2019 20:00;0;0;0;0;0
22.01.2019 21:00;0;0;0;0;0
22.01.2019 22:00;0;0;0;0;0
22.01.2019 23:00;0;0;0;0;0
23.01.2019 00:00;0;0;0;0;0
23.01.2019 01:00;0;0;0;0;0
23.01.2019 02:00;0;0;0;0;0
23.01.2019 03:00;0;0;0;0;0
23.01.2019 04:00;0;0;0;0;0
23.01.2019 05:00;0;0;0;0;0
23.01.2019 06:00;0;0;0;0;0
23.01.2019 07:00;0;0;0;0;0
23.01.2019 08:00;0.03;0.029;0.014;0;0.036
23.01.2019 09:00;0.076;0.038;0.218;0.009;0.12
23.01.2019 10:00;0.114;0.067;0.425;0.035;0.237
23.01.2019 11:00;0.13;0.086;0.564;0.061;0.343
23.01.2019 12:00;0.108;0.079;0.64;0.078;0.479
23.01.2019 13:00;0.074;0.089;0.643;0.07;0.424
23.01.2019 14:00;0.044;0.094;0.578;0.036;0.315
23.01.2019 15:00;0.015;0.045;0.46;0.003;0.109
23.01.2019 16:00;0;0.019;0.28;0;0
23.01.2019 17:00;0;0;0.078;0;0
23.01.2019 18:00;0;0;0;0;0
23.01.2019 19:00;0;0;0;0;0
23.01.2019 20:00;0;0;0;0;0
23.01.2019 21:00;0;0;0;0;0
23.01.2019 22:00;0;0;0;0;0
23.01.2019 23:00;0;0;0;0;0
24.01.2019 00:00;0;0;0;0;0
24.01.2019 01:00;0;0;0;0;0
24.01.2019 02:00;0;0;0;0;0
24.01.2019 03:00;0;0;0;0;0
24.01.2019 04:00;0;0;0;0;0
24.01.2019 05:00;0;0;0;0;0
24.01.2019 06:00;0;0;0;0;0
24.01.2019 07:00;0.003;0;0;0;0
24.01.2019 08:00;0.104;0.042;0.018;0;0.023
24.01.2019 09:00;0.258;0.14;0.243;0.002;0.098
24.01.2019 10:00;0.381;0.278;0.445;0.011;0.159
24.01.2019 11:00;0.443;0.399;0.54;0.019;0.174
24.01.2019 12:00;0.437;0.468;0.597;0.022;0.164
24.01.2019 13:00;0.327;0.467;0.609;0.018;0.115
24.01.2019 14:00;0.169;0.433;0.552;0.008;0.064
24.01.2019 15:00;0.048;0.326;0.443;0;0.017
24.01.2019 16:00;0;0.123;0.272;0;0
24.01.2019 17:00;0;0;0.085;0;0
